fecha_factura,trimestre,cliente_id,sku,unidades_vendidas,kilos_vendidos,kilos_vendidos_calculados,valor_venta,responsable_comercial,comentario,archivo_origen,Mes
2025-07-07,2,C002,110101,49,7.35,7.35,535390,Sara Vélez,promo,N/A,2025-07
2025-07-07,2,C002,130101,106,15.9,15.9,461210,Sara Vélez,ajuste manual,N/A,2025-07
2025-07-07,2,C003,120104,69,13.8,13.8,422140,Nicolás Pardo,N/A,N/A,2025-07
2025-07-07,2,C010,110116,39,39.0,39.0,2360490,Valentina Cruz,promo,N/A,2025-07
2025-07-07,2,C003,900101,40,3.2,3.2,300350,Nicolás Pardo,N/A,N/A,2025-07
2025-07-07,2,C003,110112,113,11.3,11.3,590910,Nicolás Pardo,N/A,N/A,2025-07
2025-07-07,2,C002,110110,29,10.44,10.44,749790,Sara Vélez,promo,N/A,2025-07
2025-07-07,2,C011,110115,24,6.0,6.0,416130,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C016,900101,33,2.64,2.64,252560,Juan Sebastián León,N/A,N/A,2025-07
2025-07-07,2,C010,900104,39,3.12,3.12,253210,Valentina Cruz,promo,N/A,2025-07
2025-07-07,2,C011,900104,29,2.32,2.32,192880,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C001,110114,72,18.0,18.0,1332630,Daniel Rojas,pedido regular,N/A,2025-07
2025-07-07,2,C010,110111,45,45.0,45.0,2804930,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C003,900104,54,4.32,4.32,373530,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-07,2,C014,120101,101,25.25,25.25,777420,María Paz Torres,pedido regular,N/A,2025-07
2025-07-07,2,C002,900104,56,4.48,4.48,388930,Sara Vélez,N/A,N/A,2025-07
2025-07-07,2,C003,120103,57,11.4,11.4,433330,Nicolás Pardo,N/A,N/A,2025-07
2025-07-07,2,C017,300101,6,1.38,1.38,42110,Laura Mejía,N/A,N/A,2025-07
2025-07-07,2,C011,110106,23,2.875,2.88,206880,Valentina Cruz,pedido regular,N/A,2025-07
2025-07-07,2,C001,300101,107,24.61,24.61,722950,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C016,120101,61,15.25,15.25,454440,Juan Sebastián León,N/A,N/A,2025-07
2025-07-07,2,C002,300101,79,18.17,18.17,536790,Sara Vélez,N/A,N/A,2025-07
2025-07-07,2,C011,110114,28,7.0,7.0,473300,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C002,120103,75,15.0,15.0,570830,Sara Vélez,N/A,N/A,2025-07
2025-07-07,2,C016,130103,65,18.72,18.72,407480,Juan Sebastián León,pedido regular,N/A,2025-07
2025-07-07,2,C001,130103,125,36.0,36.0,764950,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C001,130101,136,20.4,20.4,594230,Laura Mejía,N/A,N/A,2025-07
2025-07-07,2,C017,120101,4,1.0,1.0,31620,Laura Mejía,pedido regular,N/A,2025-07
2025-07-07,2,C003,300102,53,12.19,12.19,379400,Nicolás Pardo,promo,N/A,2025-07
2025-07-07,2,C011,110116,33,33.0,33.0,2080110,Valentina Cruz,ajuste manual,N/A,2025-07
2025-07-07,2,C016,110110,18,6.48,6.48,462860,Juan Sebastián León,promo,N/A,2025-07
2025-07-07,2,C010,900103,40,3.2,3.2,301070,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C014,120104,65,13.0,13.0,397780,María Paz Torres,N/A,N/A,2025-07
2025-07-07,2,C002,110112,116,11.6,11.6,600160,Sara Vélez,N/A,N/A,2025-07
2025-07-07,2,C001,110115,75,18.75,18.75,1423410,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C003,120101,68,17.0,17.0,522500,Nicolás Pardo,N/A,N/A,2025-07
2025-07-07,2,C003,900102,51,4.08,4.08,377640,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-07,2,C014,110107,34,4.25,4.25,338860,María Paz Torres,N/A,N/A,2025-07
2025-07-07,2,C017,130101,6,0.9,0.9,26110,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C002,130103,103,29.664,29.66,647320,Sara Vélez,N/A,N/A,2025-07
2025-07-07,2,C001,110106,57,7.125,7.12,560370,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C014,900102,51,4.08,4.08,377240,María Paz Torres,N/A,N/A,2025-07
2025-07-07,2,C017,300102,2,0.46,0.46,14400,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C016,110103,41,6.15,6.15,453280,Juan Sebastián León,ajuste manual,N/A,2025-07
2025-07-07,2,C011,900101,29,2.32,2.32,207610,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C017,900103,2,0.16,0.16,16460,Daniel Rojas,pedido regular,N/A,2025-07
2025-07-07,2,C002,120104,77,15.4,15.4,475760,Sara Vélez,N/A,N/A,2025-07
2025-07-07,2,C017,120103,3,0.6,0.6,23330,Daniel Rojas,N/A,N/A,2025-07
2025-07-07,2,C010,110110,26,9.36,9.36,612440,Valentina Cruz,N/A,N/A,2025-07
2025-07-07,2,C010,110115,27,6.75,6.75,486650,Valentina Cruz,ajuste manual,N/A,2025-07
2025-07-07,2,C001,900103,97,7.76,7.76,800960,Laura Mejía,N/A,N/A,2025-07
2025-07-07,2,C010,110109,34,5.1,5.1,378900,Valentina Cruz,N/A,N/A,2025-07
2025-07-08,2,C008,110116,66,66.0,66.0,4063840,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C006,130103,123,35.424,35.42,737440,Nicolás Pardo,promo,N/A,2025-07
2025-07-08,2,C018,130103,123,35.424,35.42,743700,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C006,900102,57,4.56,4.56,403780,Nicolás Pardo,N/A,N/A,2025-07
2025-07-08,2,C007,130102,250,250.0,250.0,4732600,Daniel Rojas,N/A,N/A,2025-07
2025-07-08,2,C008,130102,185,185.0,185.0,3422150,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C006,120101,107,26.75,26.75,777160,Nicolás Pardo,N/A,N/A,2025-07
2025-07-08,2,C009,130104,73,10.95,10.95,304470,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C008,130104,53,7.95,7.95,216290,Sara Vélez,ajuste manual,N/A,2025-07
2025-07-08,2,C018,900102,65,N/A,5.2,464210,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C005,120104,130,26.0,26.0,754880,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C009,110111,59,59.0,59.0,3610320,María Paz Torres,ajuste manual,N/A,2025-07
2025-07-08,2,C008,900106,38,38.0,38.0,3351730,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C006,110113,64,16.0,16.0,729490,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-08,2,C009,300103,128,128.0,128.0,3710840,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C007,300104,173,173.0,173.0,5003620,Laura Mejía,N/A,N/A,2025-07
2025-07-08,2,C007,900105,39,39.0,39.0,3499530,Daniel Rojas,N/A,N/A,2025-07
2025-07-08,2,C007,110111,82,82.0,82.0,4768590,Laura Mejía,N/A,N/A,2025-07
2025-07-08,2,C009,300104,111,111.0,111.0,3099910,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C007,110116,89,89.0,89.0,5267260,Daniel Rojas,N/A,N/A,2025-07
2025-07-08,2,C008,300104,123,123.0,123.0,3521040,Sara Vélez,pedido regular,N/A,2025-07
2025-07-08,2,C007,300103,127,127.0,127.0,3596090,Laura Mejía,pedido regular,N/A,2025-07
2025-07-08,2,C009,120102,142,142.0,142.0,4017740,María Paz Torres,promo,N/A,2025-07
2025-07-08,2,C008,900105,30,30.0,30.0,2628740,Sara Vélez,pedido regular,N/A,2025-07
2025-07-08,2,C006,120103,80,16.0,16.0,580280,Nicolás Pardo,ajuste manual,N/A,2025-07
2025-07-08,2,C007,120102,232,232.0,232.0,6309110,Daniel Rojas,N/A,N/A,2025-07
2025-07-08,2,C008,120102,221,221.0,221.0,5954550,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C007,900106,54,54.0,54.0,4773350,Daniel Rojas,N/A,N/A,2025-07
2025-07-08,2,C008,110111,59,59.0,59.0,3515640,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C005,110113,89,22.25,22.25,989460,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C009,110116,64,64.0,64.0,3785690,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C009,900105,28,28.0,28.0,2504930,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C009,900106,37,37.0,37.0,3289750,María Paz Torres,N/A,N/A,2025-07
2025-07-08,2,C009,130102,190,190.0,190.0,3654550,María Paz Torres,ajuste manual,N/A,2025-07
2025-07-08,2,C018,130101,305,45.75,45.75,1280120,María Paz Torres,pedido regular,N/A,2025-07
2025-07-08,2,C005,120103,118,23.6,23.6,871460,Sara Vélez,N/A,N/A,2025-07
2025-07-08,2,C006,300101,50,11.5,11.5,319920,Nicolás Pardo,N/A,N/A,2025-07
2025-07-08,2,C008,300103,125,125.0,125.0,3491160,Sara Vélez,pedido regular,N/A,2025-07
2025-07-08,2,C007,130104,96,14.4,14.4,384840,Laura Mejía,pedido regular,N/A,2025-07
2025-07-09,2,C012,110106,12,1.5,1.5,118850,Daniel Rojas,N/A,N/A,2025-07
2025-07-09,2,C013,110114,9,2.25,2.25,168750,María Paz Torres,N/A,N/A,2025-07
2025-07-09,2,C012,110107,15,1.875,1.88,150850,Laura Mejía,N/A,N/A,2025-07
2025-07-09,2,C013,110109,15,2.25,2.25,183180,María Paz Torres,N/A,N/A,2025-07
2025-07-09,2,C017,900101,4,0.32,0.32,30850,Laura Mejía,N/A,N/A,2025-07
2025-07-09,2,C017,900102,3,0.24,0.24,22970,Daniel Rojas,N/A,N/A,2025-07
2025-07-09,2,C015,900101,10,0.8,0.8,77130,Nicolás Pardo,N/A,N/A,2025-07
2025-07-09,2,C012,110110,8,2.88,2.88,208900,Laura Mejía,N/A,N/A,2025-07
2025-07-09,2,C012,110102,21,3.15,3.15,239640,Laura Mejía,N/A,N/A,2025-07
2025-07-09,2,C012,110114,14,3.5,3.5,263670,Laura Mejía,N/A,N/A,2025-07
2025-07-09,2,C012,110105,14,2.1,2.1,159900,Laura Mejía,pedido regular,N/A,2025-07
2025-07-09,2,C013,110101,10,1.5,1.5,115380,María Paz Torres,N/A,N/A,2025-07
2025-07-09,2,C013,110105,11,N/A,1.65,126440,María Paz Torres,N/A,N/A,2025-07
2025-07-09,2,C015,110112,28,N/A,2.8,146270,Nicolás Pardo,N/A,N/A,2025-07
2025-07-09,2,C013,900103,14,1.12,1.12,116350,María Paz Torres,N/A,N/A,2025-07
2025-07-09,2,C013,900101,14,1.12,1.12,109040,María Paz Torres,N/A,N/A,2025-07
2025-07-09,2,C015,110113,9,2.25,2.25,109360,Nicolás Pardo,N/A,N/A,2025-07
2025-07-10,2,C016,110113,39,9.75,9.75,455900,Juan Sebastián León,N/A,N/A,2025-07
2025-07-10,2,C014,110112,92,9.2,9.2,481750,María Paz Torres,ajuste manual,N/A,2025-07
2025-07-10,2,C001,110101,64,9.6,9.6,692170,Laura Mejía,pedido regular,N/A,2025-07
2025-07-10,2,C002,110103,46,6.9,6.9,502080,Sara Vélez,N/A,N/A,2025-07
2025-07-10,2,C014,110106,37,4.625,4.62,366050,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C016,110114,36,9.0,9.0,650250,Juan Sebastián León,N/A,N/A,2025-07
2025-07-10,2,C014,300102,51,11.73,11.73,372360,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C016,130101,85,12.75,12.75,360120,Juan Sebastián León,N/A,N/A,2025-07
2025-07-10,2,C002,900101,54,4.32,4.32,413410,Sara Vélez,N/A,N/A,2025-07
2025-07-10,2,C003,110103,43,6.45,6.45,465230,Nicolás Pardo,N/A,N/A,2025-07
2025-07-10,2,C001,900104,68,5.44,5.44,474680,Laura Mejía,pedido regular,N/A,2025-07
2025-07-10,2,C016,900104,38,3.04,3.04,266800,Juan Sebastián León,N/A,N/A,2025-07
2025-07-10,2,C003,110114,38,9.5,9.5,691060,Nicolás Pardo,N/A,N/A,2025-07
2025-07-10,2,C001,120101,206,51.5,51.5,1575600,Laura Mejía,N/A,N/A,2025-07
2025-07-10,2,C014,110114,40,10.0,10.0,738980,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C001,110110,36,N/A,12.96,930300,Laura Mejía,pedido regular,N/A,2025-07
2025-07-10,2,C016,110112,75,7.5,7.5,397300,Juan Sebastián León,N/A,N/A,2025-07
2025-07-10,2,C003,130103,73,21.024,21.02,451980,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-10,2,C001,110112,145,14.5,14.5,740040,Daniel Rojas,N/A,N/A,2025-07
2025-07-10,2,C016,900103,42,3.36,3.36,347130,Juan Sebastián León,N/A,N/A,2025-07
2025-07-10,2,C014,110115,33,8.25,8.25,619580,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C001,110103,63,9.45,9.45,693760,Daniel Rojas,N/A,N/A,2025-07
2025-07-10,2,C014,130101,100,15.0,15.0,426550,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C002,300102,65,14.95,14.95,469130,Sara Vélez,N/A,N/A,2025-07
2025-07-10,2,C014,110105,42,6.3,6.3,463760,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C002,110102,58,8.7,8.7,641370,Sara Vélez,ajuste manual,N/A,2025-07
2025-07-10,2,C014,110102,46,6.9,6.9,513340,María Paz Torres,N/A,N/A,2025-07
2025-07-10,2,C001,120103,85,17.0,17.0,648100,Daniel Rojas,N/A,N/A,2025-07
2025-07-10,2,C003,300101,64,14.72,14.72,428370,Nicolás Pardo,N/A,N/A,2025-07
2025-07-10,2,C002,110113,57,14.25,14.25,667460,Sara Vélez,promo,N/A,2025-07
2025-07-10,2,C016,120103,40,8.0,8.0,307500,Juan Sebastián León,pedido regular,N/A,2025-07
2025-07-11,2,C004,900102,80,6.4,6.4,559960,Daniel Rojas,N/A,N/A,2025-07
2025-07-11,2,C017,110108,2,0.3,0.3,23790,Daniel Rojas,N/A,N/A,2025-07
2025-07-11,2,C005,300102,67,15.41,15.41,464220,Sara Vélez,N/A,N/A,2025-07
2025-07-11,2,C005,120101,131,32.75,32.75,968750,Sara Vélez,N/A,N/A,2025-07
2025-07-11,2,C018,120103,98,19.6,19.6,728570,María Paz Torres,N/A,N/A,2025-07
2025-07-11,2,C004,130101,281,42.15,42.15,1157430,Daniel Rojas,N/A,N/A,2025-07
2025-07-11,2,C005,300101,106,24.38,24.38,690940,Sara Vélez,N/A,N/A,2025-07
2025-07-11,2,C005,110112,113,11.3,11.3,566120,Sara Vélez,N/A,N/A,2025-07
2025-07-11,2,C018,110113,76,19.0,19.0,846230,María Paz Torres,pedido regular,N/A,2025-07
2025-07-11,2,C004,110112,182,18.2,18.2,890750,Laura Mejía,N/A,N/A,2025-07
2025-07-11,2,C006,130101,194,29.1,29.1,805980,Nicolás Pardo,N/A,N/A,2025-07
2025-07-11,2,C004,110113,82,20.5,20.5,946590,Laura Mejía,promo,N/A,2025-07
2025-07-11,2,C004,300102,115,26.45,26.45,788820,Daniel Rojas,ajuste manual,N/A,2025-07
2025-07-11,2,C004,120101,195,48.75,48.75,1423620,Laura Mejía,N/A,N/A,2025-07
2025-07-11,2,C018,110112,115,11.5,11.5,577200,María Paz Torres,N/A,N/A,2025-07
2025-07-11,2,C018,300101,84,19.32,19.32,542670,María Paz Torres,N/A,N/A,2025-07
2025-07-11,2,C017,300101,4,0.92,0.92,28050,Daniel Rojas,N/A,N/A,2025-07
2025-07-11,2,C017,110112,7,0.7,0.7,37530,Laura Mejía,N/A,N/A,2025-07
2025-07-11,2,C004,120104,152,30.4,30.4,903230,Laura Mejía,N/A,N/A,2025-07
2025-07-11,2,C005,130103,177,50.976,50.98,1034810,Sara Vélez,pedido regular,N/A,2025-07
2025-07-11,2,C018,300102,90,20.7,20.7,624210,María Paz Torres,N/A,N/A,2025-07
2025-07-11,2,C005,900102,67,5.36,5.36,472670,Sara Vélez,N/A,N/A,2025-07
2025-07-11,2,C005,130104,141,21.15,21.15,619100,Sara Vélez,N/A,N/A,2025-07
2025-07-11,2,C018,120101,140,35.0,35.0,1015300,María Paz Torres,N/A,N/A,2025-07
2025-07-11,2,C004,130104,179,26.85,26.85,783410,Laura Mejía,N/A,N/A,2025-07
2025-07-11,2,C017,120101,5,1.25,1.25,38180,Laura Mejía,N/A,N/A,2025-07
2025-07-12,2,C015,120101,20,5.0,5.0,152080,Nicolás Pardo,N/A,N/A,2025-07
2025-07-12,2,C015,120103,12,2.4,2.4,90720,Nicolás Pardo,ajuste manual,N/A,2025-07
2025-07-12,2,C015,300102,10,2.3,2.3,71900,Nicolás Pardo,N/A,N/A,2025-07
2025-07-14,2,C014,110113,56,14.0,14.0,668790,María Paz Torres,N/A,N/A,2025-07
2025-07-14,2,C016,900102,48,3.84,3.84,348790,Juan Sebastián León,N/A,N/A,2025-07
2025-07-14,2,C014,120103,67,13.4,13.4,510910,María Paz Torres,N/A,N/A,2025-07
2025-07-14,2,C016,300101,47,10.81,10.81,318140,Juan Sebastián León,N/A,N/A,2025-07
2025-07-14,2,C002,110115,55,13.75,13.75,1052550,Sara Vélez,N/A,N/A,2025-07
2025-07-14,2,C016,110101,42,6.3,6.3,467610,Juan Sebastián León,N/A,N/A,2025-07
2025-07-14,2,C001,110102,81,12.15,12.15,899320,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C017,900101,3,0.24,0.24,23150,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C001,900102,81,6.48,6.48,600860,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C014,300101,69,15.87,15.87,464040,María Paz Torres,pedido regular,N/A,2025-07
2025-07-14,2,C017,110112,4,0.4,0.4,21610,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C014,130103,76,21.888,21.89,472950,María Paz Torres,N/A,N/A,2025-07
2025-07-14,2,C001,300102,85,19.55,19.55,600230,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C003,110113,43,10.75,10.75,515610,Nicolás Pardo,N/A,N/A,2025-07
2025-07-14,2,C014,110103,63,9.45,9.45,691190,María Paz Torres,N/A,N/A,2025-07
2025-07-14,2,C002,110114,50,12.5,12.5,923220,Sara Vélez,N/A,N/A,2025-07
2025-07-14,2,C001,120104,110,22.0,22.0,675560,Daniel Rojas,N/A,N/A,2025-07
2025-07-14,2,C014,900101,56,4.48,4.48,419980,María Paz Torres,pedido regular,N/A,2025-07
2025-07-14,2,C002,110110,21,7.56,7.56,529650,Sara Vélez,ajuste manual,N/A,2025-07
2025-07-14,2,C014,900104,58,4.64,4.64,412140,María Paz Torres,N/A,N/A,2025-07
2025-07-14,2,C002,900102,54,4.32,4.32,401140,Sara Vélez,pedido regular,N/A,2025-07
2025-07-14,2,C017,120103,5,1.0,1.0,38910,Laura Mejía,ajuste manual,N/A,2025-07
2025-07-14,2,C014,900103,50,4.0,4.0,413050,María Paz Torres,promo,N/A,2025-07
2025-07-14,2,C014,110101,54,8.1,8.1,590190,María Paz Torres,N/A,N/A,2025-07
2025-07-14,2,C017,900103,2,N/A,0.16,16970,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C003,110115,42,10.5,10.5,806390,Nicolás Pardo,N/A,N/A,2025-07
2025-07-14,2,C016,300102,43,9.89,9.89,306430,Juan Sebastián León,N/A,N/A,2025-07
2025-07-14,2,C003,900103,44,N/A,3.52,361640,Nicolás Pardo,N/A,N/A,2025-07
2025-07-14,2,C001,110105,57,8.55,8.55,634650,Laura Mejía,ajuste manual,N/A,2025-07
2025-07-14,2,C003,110110,28,10.08,10.08,719880,Nicolás Pardo,N/A,N/A,2025-07
2025-07-14,2,C001,110113,77,19.25,19.25,894660,Daniel Rojas,N/A,N/A,2025-07
2025-07-14,2,C003,110102,41,6.15,6.15,451500,Nicolás Pardo,N/A,N/A,2025-07
2025-07-14,2,C017,130101,6,0.9,0.9,26450,Laura Mejía,N/A,N/A,2025-07
2025-07-14,2,C017,110108,2,0.3,0.3,24310,Daniel Rojas,N/A,N/A,2025-07
2025-07-14,2,C003,130101,104,15.6,15.6,448550,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-15,2,C005,130101,338,50.7,50.7,1390400,Sara Vélez,N/A,N/A,2025-07
2025-07-15,2,C006,120103,65,13.0,13.0,474640,Nicolás Pardo,N/A,N/A,2025-07
2025-07-15,2,C004,300101,115,26.45,26.45,750630,Daniel Rojas,pedido regular,N/A,2025-07
2025-07-15,2,C018,120104,113,22.6,22.6,648320,María Paz Torres,pedido regular,N/A,2025-07
2025-07-15,2,C018,130101,209,N/A,31.35,870600,María Paz Torres,N/A,N/A,2025-07
2025-07-15,2,C006,300102,74,17.02,17.02,513530,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-15,2,C006,110112,121,12.1,12.1,615400,Nicolás Pardo,N/A,N/A,2025-07
2025-07-15,2,C004,130103,273,78.624,78.62,1594410,Daniel Rojas,pedido regular,N/A,2025-07
2025-07-15,2,C005,120103,89,17.8,17.8,651430,Sara Vélez,N/A,N/A,2025-07
2025-07-15,2,C018,130104,143,21.45,21.45,608110,María Paz Torres,promo,N/A,2025-07
2025-07-15,2,C004,120103,173,34.6,34.6,1254090,Daniel Rojas,N/A,N/A,2025-07
2025-07-15,2,C006,120104,85,17.0,17.0,501970,Nicolás Pardo,N/A,N/A,2025-07
2025-07-15,2,C006,130104,111,16.65,16.65,488930,Nicolás Pardo,N/A,N/A,2025-07
2025-07-15,2,C005,120104,95,19.0,19.0,560350,Sara Vélez,N/A,N/A,2025-07
2025-07-16,2,C012,900102,16,1.28,1.28,124100,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C013,110106,8,1.0,1.0,79940,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C015,300101,18,4.14,4.14,124490,Nicolás Pardo,promo,N/A,2025-07
2025-07-16,2,C015,110112,19,1.9,1.9,98950,Nicolás Pardo,N/A,N/A,2025-07
2025-07-16,2,C013,110108,14,2.1,2.1,169190,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C012,110115,19,4.75,4.75,363480,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C012,110101,18,2.7,2.7,204400,Laura Mejía,N/A,N/A,2025-07
2025-07-16,2,C012,110114,12,3.0,3.0,224470,Laura Mejía,promo,N/A,2025-07
2025-07-16,2,C013,110109,15,2.25,2.25,179020,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C012,900103,22,1.76,1.76,186400,Laura Mejía,N/A,N/A,2025-07
2025-07-16,2,C012,110106,12,1.5,1.5,121320,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C012,110108,11,1.65,1.65,134590,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C015,900102,8,0.64,0.64,60190,Nicolás Pardo,N/A,N/A,2025-07
2025-07-16,2,C013,110110,8,2.88,2.88,206360,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C012,110110,5,1.8,1.8,132830,Daniel Rojas,promo,N/A,2025-07
2025-07-16,2,C013,110107,8,1.0,1.0,79850,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C013,110102,12,1.8,1.8,135070,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C017,300101,3,0.69,0.69,20720,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C013,900102,15,1.2,1.2,112290,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C017,300102,3,0.69,0.69,22190,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C012,900101,19,1.52,1.52,146900,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C017,110113,3,0.75,0.75,36370,Laura Mejía,N/A,N/A,2025-07
2025-07-16,2,C012,110102,13,1.95,1.95,146650,Laura Mejía,pedido regular,N/A,2025-07
2025-07-16,2,C017,120101,4,1.0,1.0,31490,Daniel Rojas,N/A,N/A,2025-07
2025-07-16,2,C015,130101,18,2.7,2.7,77160,Nicolás Pardo,N/A,N/A,2025-07
2025-07-16,2,C015,110113,8,2.0,2.0,95840,Nicolás Pardo,N/A,N/A,2025-07
2025-07-16,2,C013,110115,9,2.25,2.25,173970,María Paz Torres,N/A,N/A,2025-07
2025-07-16,2,C015,900101,13,1.04,1.04,99960,Nicolás Pardo,N/A,N/A,2025-07
2025-07-16,2,C013,900104,13,1.04,1.04,94870,María Paz Torres,pedido regular,N/A,2025-07
2025-07-17,2,C001,110104,68,10.2,10.2,763930,Laura Mejía,N/A,N/A,2025-07
2025-07-17,2,C014,110107,36,4.5,4.5,356910,María Paz Torres,N/A,N/A,2025-07
2025-07-17,2,C001,110106,48,6.0,6.0,473770,Laura Mejía,N/A,N/A,2025-07
2025-07-17,2,C003,900102,48,3.84,3.84,352560,Nicolás Pardo,N/A,N/A,2025-07
2025-07-17,2,C014,120104,65,13.0,13.0,396680,María Paz Torres,promo,N/A,2025-07
2025-07-17,2,C014,110110,26,9.36,9.36,659740,María Paz Torres,N/A,N/A,2025-07
2025-07-17,2,C016,130103,62,17.856,17.86,387770,Juan Sebastián León,N/A,N/A,2025-07
2025-07-17,2,C001,130103,109,31.392,31.39,680570,Laura Mejía,promo,N/A,2025-07
2025-07-17,2,C002,110112,105,10.5,10.5,546490,Sara Vélez,pedido regular,N/A,2025-07
2025-07-17,2,C016,110110,15,5.4,5.4,378120,Juan Sebastián León,N/A,N/A,2025-07
2025-07-17,2,C003,120101,64,16.0,16.0,480570,Nicolás Pardo,N/A,N/A,2025-07
2025-07-17,2,C014,900102,47,3.76,3.76,340990,María Paz Torres,N/A,N/A,2025-07
2025-07-17,2,C002,120103,81,16.2,16.2,612090,Sara Vélez,pedido regular,N/A,2025-07
2025-07-17,2,C002,130101,80,12.0,12.0,340260,Sara Vélez,N/A,N/A,2025-07
2025-07-17,2,C016,110115,32,8.0,8.0,614400,Juan Sebastián León,N/A,N/A,2025-07
2025-07-17,2,C002,900103,43,3.44,3.44,348240,Sara Vélez,N/A,N/A,2025-07
2025-07-17,2,C003,110112,96,9.6,9.6,489790,Nicolás Pardo,pedido regular,N/A,2025-07
2025-07-17,2,C001,900101,80,6.4,6.4,609980,Daniel Rojas,N/A,N/A,2025-07
2025-07-17,2,C014,110104,54,8.1,8.1,601680,María Paz Torres,N/A,N/A,2025-07
2025-07-17,2,C002,120101,99,24.75,24.75,753290,Sara Vélez,N/A,N/A,2025-07
2025-07-17,2,C001,110107,50,6.25,6.25,486910,Daniel Rojas,N/A,N/A,2025-07
2025-07-17,2,C002,130103,80,N/A,23.04,497990,Sara Vélez,pedido regular,N/A,2025-07
2025-07-17,2,C016,120101,59,14.75,14.75,446890,Juan Sebastián León,N/A,N/A,2025-07
2025-07-17,2,C001,110115,60,15.0,15.0,1144680,Laura Mejía,N/A,N/A,2025-07
2025-07-17,2,C002,110101,43,6.45,6.45,469740,Sara Vélez,pedido regular,N/A,2025-07
2025-07-17,2,C001,900103,60,4.8,4.8,494800,Daniel Rojas,N/A,N/A,2025-07
2025-07-17,2,C001,110114,53,13.25,13.25,978280,Daniel Rojas,N/A,N/A,2025-07
2025-07-17,2,C002,900104,63,5.04,5.04,434820,Sara Vélez,pedido regular,N/A,2025-07
2025-07-17,2,C001,300101,93,21.39,21.39,644480,Laura Mejía,N/A,N/A,2025-07
2025-07-17,2,C002,120104,60,12.0,12.0,367940,Sara Vélez,ajuste manual,N/A,2025-07
2025-07-17,2,C014,120101,110,27.5,27.5,836460,María Paz Torres,N/A,N/A,2025-07
