fecha_factura,semestre,cliente_id,sku,unidades_vendidas,kilos_vendidos,kilos_vendidos_calculados,valor_venta,archivo_origen,Mes
2025-05-21,1,C016,110115,4,1.0,1.0,101250,POS_SHARE_H1,2025-05
2025-05-22,1,C016,110115,5,1.25,1.25,126790,POS_SHARE_H1,2025-05
2025-05-23,1,C016,110115,2,0.5,0.5,49790,POS_SHARE_H1,2025-05
2025-05-24,1,C016,110115,4,1.0,1.0,98820,POS_SHARE_H1,2025-05
2025-05-25,1,C016,110115,1,0.25,0.25,25320,POS_SHARE_H1,2025-05
2025-05-26,1,C016,110115,5,1.25,1.25,126950,POS_SHARE_H1,2025-05
2025-05-27,1,C016,110115,4,1.0,1.0,102120,POS_SHARE_H1,2025-05
2025-05-28,1,C016,110115,2,0.5,0.5,50010,POS_SHARE_H1,2025-05
2025-05-29,1,C016,110115,2,0.5,0.5,51060,POS_SHARE_H1,2025-05
2025-05-30,1,C016,110115,4,1.0,1.0,98130,POS_SHARE_H1,2025-05
2025-05-31,1,C016,110115,4,1.0,1.0,99700,POS_SHARE_H1,2025-05
2025-06-01,1,C016,110115,4,1.0,1.0,100860,POS_SHARE_H1,2025-06
2025-06-02,1,C016,110115,4,1.0,1.0,99920,POS_SHARE_H1,2025-06
2025-06-03,1,C016,110115,2,0.5,0.5,49490,POS_SHARE_H1,2025-06
2025-06-04,1,C016,110115,2,0.5,0.5,50260,POS_SHARE_H1,2025-06
2025-06-05,1,C016,110115,3,0.75,0.75,76500,POS_SHARE_H1,2025-06
2025-06-06,1,C016,110115,2,0.5,0.5,49740,POS_SHARE_H1,2025-06
2025-06-07,1,C016,110115,2,0.5,0.5,50160,POS_SHARE_H1,2025-06
2025-06-08,1,C016,110115,4,1.0,1.0,98180,POS_SHARE_H1,2025-06
2025-06-09,1,C016,110115,2,0.5,0.5,49600,POS_SHARE_H1,2025-06
2025-06-10,1,C016,110115,2,0.5,0.5,49990,POS_SHARE_H1,2025-06
2025-06-12,1,C016,110115,5,1.25,1.25,122550,POS_SHARE_H1,2025-06
2025-06-13,1,C016,110115,4,1.0,1.0,97930,POS_SHARE_H1,2025-06
2025-06-14,1,C016,110115,2,0.5,0.5,50060,POS_SHARE_H1,2025-06
2025-06-15,1,C016,110115,4,1.0,1.0,98130,POS_SHARE_H1,2025-06
2025-06-16,1,C016,110115,3,0.75,0.75,75610,POS_SHARE_H1,2025-06
2025-06-17,1,C016,110115,3,0.75,0.75,74400,POS_SHARE_H1,2025-06
2025-06-18,1,C016,110115,6,1.5,1.5,150660,POS_SHARE_H1,2025-06
2025-06-19,1,C016,110115,3,0.75,0.75,76160,POS_SHARE_H1,2025-06
2025-06-20,1,C016,110115,1,0.25,0.25,24560,POS_SHARE_H1,2025-06
2025-06-21,1,C016,110115,3,0.75,0.75,73420,POS_SHARE_H1,2025-06
2025-06-23,1,C016,110115,4,1.0,1.0,102560,POS_SHARE_H1,2025-06
2025-06-24,1,C016,110115,3,0.75,0.75,76880,POS_SHARE_H1,2025-06
2025-06-25,1,C016,110115,3,0.75,0.75,75750,POS_SHARE_H1,2025-06
2025-06-26,1,C016,110115,1,0.25,0.25,24610,POS_SHARE_H1,2025-06
2025-06-27,1,C016,110115,6,1.5,1.5,152930,POS_SHARE_H1,2025-06
2025-06-28,1,C016,110115,1,0.25,0.25,24680,POS_SHARE_H1,2025-06
2025-06-30,1,C016,110115,3,0.75,0.75,74060,POS_SHARE_H1,2025-06
2025-01-01,1,C016,120101,3,0.75,0.75,30520,POS_SHARE_H1,2025-01
2025-01-02,1,C016,120101,5,1.25,1.25,49710,POS_SHARE_H1,2025-01
2025-01-03,1,C016,120101,6,1.5,1.5,61430,POS_SHARE_H1,2025-01
2025-01-04,1,C016,120101,9,2.25,2.25,90900,POS_SHARE_H1,2025-01
2025-01-05,1,C016,120101,7,1.75,1.75,69750,POS_SHARE_H1,2025-01
2025-01-06,1,C016,120101,2,0.5,0.5,19690,POS_SHARE_H1,2025-01
2025-01-07,1,C016,120101,6,1.5,1.5,60290,POS_SHARE_H1,2025-01
2025-01-09,1,C016,120101,8,2.0,2.0,80390,POS_SHARE_H1,2025-01
2025-01-10,1,C016,120101,3,0.75,0.75,30900,POS_SHARE_H1,2025-01
2025-01-11,1,C016,120101,6,1.5,1.5,59940,POS_SHARE_H1,2025-01
2025-01-12,1,C016,120101,2,0.5,0.5,19920,POS_SHARE_H1,2025-01
2025-01-13,1,C016,120101,4,1.0,1.0,40690,POS_SHARE_H1,2025-01
2025-01-14,1,C016,120101,4,1.0,1.0,40160,POS_SHARE_H1,2025-01
2025-01-15,1,C016,120101,4,1.0,1.0,40360,POS_SHARE_H1,2025-01
2025-01-16,1,C016,120101,2,0.5,0.5,20090,POS_SHARE_H1,2025-01
2025-01-17,1,C016,120101,9,2.25,2.25,89280,POS_SHARE_H1,2025-01
2025-01-18,1,C016,120101,6,1.5,1.5,60190,POS_SHARE_H1,2025-01
2025-01-19,1,C016,120101,6,1.5,1.5,60400,POS_SHARE_H1,2025-01
2025-01-20,1,C016,120101,4,1.0,1.0,39590,POS_SHARE_H1,2025-01
2025-01-21,1,C016,120101,13,3.25,3.25,132350,POS_SHARE_H1,2025-01
2025-01-22,1,C016,120101,4,1.0,1.0,39360,POS_SHARE_H1,2025-01
2025-01-23,1,C016,120101,6,1.5,1.5,61580,POS_SHARE_H1,2025-01
2025-01-24,1,C016,120101,4,1.0,1.0,40760,POS_SHARE_H1,2025-01
2025-01-25,1,C016,120101,3,0.75,0.75,30020,POS_SHARE_H1,2025-01
2025-01-26,1,C016,120101,8,2.0,2.0,81470,POS_SHARE_H1,2025-01
2025-01-27,1,C016,120101,8,2.0,2.0,80040,POS_SHARE_H1,2025-01
2025-01-28,1,C016,120101,3,0.75,0.75,29650,POS_SHARE_H1,2025-01
2025-01-29,1,C016,120101,5,1.25,1.25,50170,POS_SHARE_H1,2025-01
2025-01-30,1,C016,120101,6,1.5,1.5,60210,POS_SHARE_H1,2025-01
2025-01-31,1,C016,120101,9,2.25,2.25,92400,POS_SHARE_H1,2025-01
2025-02-01,1,C016,120101,6,1.5,1.5,59810,POS_SHARE_H1,2025-02
2025-02-02,1,C016,120101,3,0.75,0.75,30310,POS_SHARE_H1,2025-02
2025-02-03,1,C016,120101,8,2.0,2.0,79260,POS_SHARE_H1,2025-02
2025-02-04,1,C016,120101,5,1.25,1.25,50020,POS_SHARE_H1,2025-02
2025-02-05,1,C016,120101,7,1.75,1.75,69000,POS_SHARE_H1,2025-02
2025-02-06,1,C016,120101,5,1.25,1.25,50450,POS_SHARE_H1,2025-02
2025-02-07,1,C016,120101,4,1.0,1.0,41110,POS_SHARE_H1,2025-02
2025-02-08,1,C016,120101,3,0.75,0.75,30300,POS_SHARE_H1,2025-02
2025-02-09,1,C016,120101,7,1.75,1.75,69470,POS_SHARE_H1,2025-02
2025-02-10,1,C016,120101,4,1.0,1.0,39380,POS_SHARE_H1,2025-02
2025-02-11,1,C016,120101,5,1.25,1.25,51010,POS_SHARE_H1,2025-02
2025-02-12,1,C016,120101,7,1.75,1.75,71550,POS_SHARE_H1,2025-02
2025-02-13,1,C016,120101,4,1.0,1.0,41210,POS_SHARE_H1,2025-02
2025-02-14,1,C016,120101,7,1.75,1.75,68990,POS_SHARE_H1,2025-02
2025-02-15,1,C016,120101,9,2.25,2.25,90830,POS_SHARE_H1,2025-02
2025-02-16,1,C016,120101,2,0.5,0.5,20060,POS_SHARE_H1,2025-02
2025-02-17,1,C016,120101,7,1.75,1.75,70920,POS_SHARE_H1,2025-02
2025-02-18,1,C016,120101,1,0.25,0.25,10070,POS_SHARE_H1,2025-02
2025-02-19,1,C016,120101,6,1.5,1.5,61860,POS_SHARE_H1,2025-02
2025-02-20,1,C016,120101,7,1.75,1.75,70370,POS_SHARE_H1,2025-02
2025-02-21,1,C016,120101,13,3.25,3.25,131240,POS_SHARE_H1,2025-02
2025-02-22,1,C016,120101,11,N/A,2.75,109850,POS_SHARE_H1,2025-02
2025-02-23,1,C016,120101,3,0.75,0.75,29830,POS_SHARE_H1,2025-02
2025-02-24,1,C016,120101,5,1.25,1.25,50570,POS_SHARE_H1,2025-02
2025-02-25,1,C016,120101,3,N/A,0.75,30070,POS_SHARE_H1,2025-02
2025-02-26,1,C016,120101,6,1.5,1.5,61060,POS_SHARE_H1,2025-02
2025-02-27,1,C016,120101,9,2.25,2.25,91330,POS_SHARE_H1,2025-02
2025-02-28,1,C016,120101,6,1.5,1.5,60890,POS_SHARE_H1,2025-02
2025-03-01,1,C016,120101,9,2.25,2.25,92230,POS_SHARE_H1,2025-03
2025-03-02,1,C016,120101,9,2.25,2.25,90560,POS_SHARE_H1,2025-03
2025-03-03,1,C016,120101,7,1.75,1.75,70820,POS_SHARE_H1,2025-03
2025-03-04,1,C016,120101,2,0.5,0.5,20460,POS_SHARE_H1,2025-03
2025-03-05,1,C016,120101,8,2.0,2.0,81730,POS_SHARE_H1,2025-03
2025-03-06,1,C016,120101,5,1.25,1.25,49820,POS_SHARE_H1,2025-03
2025-03-07,1,C016,120101,3,0.75,0.75,30400,POS_SHARE_H1,2025-03
2025-03-08,1,C016,120101,7,1.75,1.75,71410,POS_SHARE_H1,2025-03
2025-03-09,1,C016,120101,4,1.0,1.0,40690,POS_SHARE_H1,2025-03
2025-03-10,1,C016,120101,4,1.0,1.0,40050,POS_SHARE_H1,2025-03
2025-03-11,1,C016,120101,7,1.75,1.75,71800,POS_SHARE_H1,2025-03
2025-03-12,1,C016,120101,7,1.75,1.75,71540,POS_SHARE_H1,2025-03
2025-03-13,1,C016,120101,3,0.75,0.75,30280,POS_SHARE_H1,2025-03
2025-03-14,1,C016,120101,9,2.25,2.25,89870,POS_SHARE_H1,2025-03
2025-03-15,1,C016,120101,5,1.25,1.25,49710,POS_SHARE_H1,2025-03
2025-03-16,1,C016,120101,4,1.0,1.0,40150,POS_SHARE_H1,2025-03
2025-03-17,1,C016,120101,5,1.25,1.25,51350,POS_SHARE_H1,2025-03
2025-03-18,1,C016,120101,9,2.25,2.25,89300,POS_SHARE_H1,2025-03
2025-03-19,1,C016,120101,6,N/A,1.5,59240,POS_SHARE_H1,2025-03
2025-03-20,1,C016,120101,9,2.25,2.25,91930,POS_SHARE_H1,2025-03
2025-03-21,1,C016,120101,1,0.25,0.25,9980,POS_SHARE_H1,2025-03
2025-03-22,1,C016,120101,5,1.25,1.25,50360,POS_SHARE_H1,2025-03
2025-03-23,1,C016,120101,7,1.75,1.75,71410,POS_SHARE_H1,2025-03
2025-03-24,1,C016,120101,6,1.5,1.5,61240,POS_SHARE_H1,2025-03
2025-03-25,1,C016,120101,5,1.25,1.25,50870,POS_SHARE_H1,2025-03
2025-03-26,1,C016,120101,6,1.5,1.5,60600,POS_SHARE_H1,2025-03
2025-03-27,1,C016,120101,7,1.75,1.75,71750,POS_SHARE_H1,2025-03
2025-03-28,1,C016,120101,3,0.75,0.75,30250,POS_SHARE_H1,2025-03
2025-03-29,1,C016,120101,3,0.75,0.75,30020,POS_SHARE_H1,2025-03
2025-03-30,1,C016,120101,1,0.25,0.25,10120,POS_SHARE_H1,2025-03
2025-03-31,1,C016,120101,2,0.5,0.5,20220,POS_SHARE_H1,2025-03
2025-04-01,1,C016,120101,2,0.5,0.5,19850,POS_SHARE_H1,2025-04
2025-04-02,1,C016,120101,2,0.5,0.5,19870,POS_SHARE_H1,2025-04
2025-04-03,1,C016,120101,3,0.75,0.75,30910,POS_SHARE_H1,2025-04
2025-04-04,1,C016,120101,6,1.5,1.5,61010,POS_SHARE_H1,2025-04
2025-04-05,1,C016,120101,6,1.5,1.5,61050,POS_SHARE_H1,2025-04
2025-04-06,1,C016,120101,7,1.75,1.75,71310,POS_SHARE_H1,2025-04
2025-04-07,1,C016,120101,7,1.75,1.75,70170,POS_SHARE_H1,2025-04
2025-04-08,1,C016,120101,4,1.0,1.0,40530,POS_SHARE_H1,2025-04
2025-04-09,1,C016,120101,8,2.0,2.0,79180,POS_SHARE_H1,2025-04
2025-04-10,1,C016,120101,3,0.75,0.75,30050,POS_SHARE_H1,2025-04
2025-04-11,1,C016,120101,3,0.75,0.75,30180,POS_SHARE_H1,2025-04
2025-04-12,1,C016,120101,4,1.0,1.0,40630,POS_SHARE_H1,2025-04
2025-04-13,1,C016,120101,9,2.25,2.25,91820,POS_SHARE_H1,2025-04
2025-04-14,1,C016,120101,2,0.5,0.5,20420,POS_SHARE_H1,2025-04
2025-04-15,1,C016,120101,5,1.25,1.25,50400,POS_SHARE_H1,2025-04
2025-04-16,1,C016,120101,4,1.0,1.0,40690,POS_SHARE_H1,2025-04
2025-04-17,1,C016,120101,7,1.75,1.75,69850,POS_SHARE_H1,2025-04
2025-04-18,1,C016,120101,10,2.5,2.5,98510,POS_SHARE_H1,2025-04
2025-04-19,1,C016,120101,6,1.5,1.5,60030,POS_SHARE_H1,2025-04
2025-04-20,1,C016,120101,8,2.0,2.0,81650,POS_SHARE_H1,2025-04
2025-04-21,1,C016,120101,5,1.25,1.25,50010,POS_SHARE_H1,2025-04
2025-04-22,1,C016,120101,4,1.0,1.0,39970,POS_SHARE_H1,2025-04
2025-04-23,1,C016,120101,6,1.5,1.5,60280,POS_SHARE_H1,2025-04
2025-04-24,1,C016,120101,3,0.75,0.75,29580,POS_SHARE_H1,2025-04
2025-04-25,1,C016,120101,7,1.75,1.75,68980,POS_SHARE_H1,2025-04
2025-04-26,1,C016,120101,8,2.0,2.0,80810,POS_SHARE_H1,2025-04
2025-04-27,1,C016,120101,6,N/A,1.5,60630,POS_SHARE_H1,2025-04
2025-04-28,1,C016,120101,10,2.5,2.5,101410,POS_SHARE_H1,2025-04
2025-04-29,1,C016,120101,5,1.25,1.25,50190,POS_SHARE_H1,2025-04
2025-04-30,1,C016,120101,4,1.0,1.0,40500,POS_SHARE_H1,2025-04
2025-05-01,1,C016,120101,3,0.75,0.75,30820,POS_SHARE_H1,2025-05
2025-05-02,1,C016,120101,6,1.5,1.5,60670,POS_SHARE_H1,2025-05
2025-05-03,1,C016,120101,7,1.75,1.75,71190,POS_SHARE_H1,2025-05
2025-05-04,1,C016,120101,2,0.5,0.5,20350,POS_SHARE_H1,2025-05
2025-05-05,1,C016,120101,5,1.25,1.25,49310,POS_SHARE_H1,2025-05
2025-05-06,1,C016,120101,5,1.25,1.25,49200,POS_SHARE_H1,2025-05
2025-05-07,1,C016,120101,5,1.25,1.25,50110,POS_SHARE_H1,2025-05
2025-05-08,1,C016,120101,4,N/A,1.0,40910,POS_SHARE_H1,2025-05
2025-05-09,1,C016,120101,4,1.0,1.0,40420,POS_SHARE_H1,2025-05
2025-05-10,1,C016,120101,7,1.75,1.75,71770,POS_SHARE_H1,2025-05
2025-05-11,1,C016,120101,7,1.75,1.75,70390,POS_SHARE_H1,2025-05
2025-05-12,1,C016,120101,11,2.75,2.75,108770,POS_SHARE_H1,2025-05
2025-05-13,1,C016,120101,4,N/A,1.0,39950,POS_SHARE_H1,2025-05
2025-05-14,1,C016,120101,5,1.25,1.25,50000,POS_SHARE_H1,2025-05
2025-05-15,1,C016,120101,9,2.25,2.25,92740,POS_SHARE_H1,2025-05
2025-05-16,1,C016,120101,9,2.25,2.25,91890,POS_SHARE_H1,2025-05
2025-05-17,1,C016,120101,7,1.75,1.75,70870,POS_SHARE_H1,2025-05
2025-05-18,1,C016,120101,2,0.5,0.5,20280,POS_SHARE_H1,2025-05
2025-05-19,1,C016,120101,8,2.0,2.0,82100,POS_SHARE_H1,2025-05
2025-05-20,1,C016,120101,3,0.75,0.75,29780,POS_SHARE_H1,2025-05
2025-05-21,1,C016,120101,6,1.5,1.5,61280,POS_SHARE_H1,2025-05
2025-05-22,1,C016,120101,6,1.5,1.5,60370,POS_SHARE_H1,2025-05
2025-05-23,1,C016,120101,7,1.75,1.75,70520,POS_SHARE_H1,2025-05
2025-05-24,1,C016,120101,4,1.0,1.0,40940,POS_SHARE_H1,2025-05
2025-05-25,1,C016,120101,4,1.0,1.0,40570,POS_SHARE_H1,2025-05
2025-05-26,1,C016,120101,5,1.25,1.25,50930,POS_SHARE_H1,2025-05
2025-05-27,1,C016,120101,6,1.5,1.5,61610,POS_SHARE_H1,2025-05
2025-05-28,1,C016,120101,8,2.0,2.0,82570,POS_SHARE_H1,2025-05
2025-05-29,1,C016,120101,6,1.5,1.5,60750,POS_SHARE_H1,2025-05
2025-05-30,1,C016,120101,3,0.75,0.75,30900,POS_SHARE_H1,2025-05
2025-05-31,1,C016,120101,9,2.25,2.25,90530,POS_SHARE_H1,2025-05
2025-06-01,1,C016,120101,4,1.0,1.0,39870,POS_SHARE_H1,2025-06
2025-06-02,1,C016,120101,6,1.5,1.5,59120,POS_SHARE_H1,2025-06
2025-06-03,1,C016,120101,7,1.75,1.75,69060,POS_SHARE_H1,2025-06
2025-06-04,1,C016,120101,7,1.75,1.75,70600,POS_SHARE_H1,2025-06
2025-06-05,1,C016,120101,7,1.75,1.75,70250,POS_SHARE_H1,2025-06
2025-06-06,1,C016,120101,3,0.75,0.75,29680,POS_SHARE_H1,2025-06
2025-06-07,1,C016,120101,4,1.0,1.0,40070,POS_SHARE_H1,2025-06
2025-06-08,1,C016,120101,5,1.25,1.25,50770,POS_SHARE_H1,2025-06
2025-06-09,1,C016,120101,4,1.0,1.0,41050,POS_SHARE_H1,2025-06
2025-06-10,1,C016,120101,7,1.75,1.75,70590,POS_SHARE_H1,2025-06
2025-06-11,1,C016,120101,4,1.0,1.0,40780,POS_SHARE_H1,2025-06
2025-06-12,1,C016,120101,3,0.75,0.75,30000,POS_SHARE_H1,2025-06
2025-06-13,1,C016,120101,11,2.75,2.75,113340,POS_SHARE_H1,2025-06
2025-06-14,1,C016,120101,9,2.25,2.25,92120,POS_SHARE_H1,2025-06
2025-06-15,1,C016,120101,4,1.0,1.0,40280,POS_SHARE_H1,2025-06
2025-06-16,1,C016,120101,5,1.25,1.25,51220,POS_SHARE_H1,2025-06
2025-06-17,1,C016,120101,11,2.75,2.75,112930,POS_SHARE_H1,2025-06
2025-06-18,1,C016,120101,7,1.75,1.75,70450,POS_SHARE_H1,2025-06
2025-06-19,1,C016,120101,9,2.25,2.25,90290,POS_SHARE_H1,2025-06
2025-06-20,1,C016,120101,3,0.75,0.75,30630,POS_SHARE_H1,2025-06
2025-06-21,1,C016,120101,11,2.75,2.75,111620,POS_SHARE_H1,2025-06
2025-06-22,1,C016,120101,2,0.5,0.5,20040,POS_SHARE_H1,2025-06
2025-06-23,1,C016,120101,3,0.75,0.75,29700,POS_SHARE_H1,2025-06
2025-06-24,1,C016,120101,8,2.0,2.0,79550,POS_SHARE_H1,2025-06
2025-06-25,1,C016,120101,5,1.25,1.25,50700,POS_SHARE_H1,2025-06
2025-06-26,1,C016,120101,11,2.75,2.75,110850,POS_SHARE_H1,2025-06
2025-06-27,1,C016,120101,3,0.75,0.75,30410,POS_SHARE_H1,2025-06
2025-06-28,1,C016,120101,8,2.0,2.0,80470,POS_SHARE_H1,2025-06
2025-06-29,1,C016,120101,5,1.25,1.25,51240,POS_SHARE_H1,2025-06
2025-06-30,1,C016,120101,6,1.5,1.5,61380,POS_SHARE_H1,2025-06
2025-01-01,1,C016,120103,7,1.4,1.4,72050,POS_SHARE_H1,2025-01
2025-01-02,1,C016,120103,4,0.8,0.8,39820,POS_SHARE_H1,2025-01
2025-01-03,1,C016,120103,3,0.6,0.6,30210,POS_SHARE_H1,2025-01
2025-01-04,1,C016,120103,5,1.0,1.0,50000,POS_SHARE_H1,2025-01
2025-01-05,1,C016,120103,4,0.8,0.8,41080,POS_SHARE_H1,2025-01
2025-01-07,1,C016,120103,3,0.6,0.6,29730,POS_SHARE_H1,2025-01
2025-01-08,1,C016,120103,4,0.8,0.8,40430,POS_SHARE_H1,2025-01
2025-01-09,1,C016,120103,4,0.8,0.8,40210,POS_SHARE_H1,2025-01
2025-01-10,1,C016,120103,3,0.6,0.6,29820,POS_SHARE_H1,2025-01
2025-01-11,1,C016,120103,3,0.6,0.6,30010,POS_SHARE_H1,2025-01
2025-01-12,1,C016,120103,3,0.6,0.6,29660,POS_SHARE_H1,2025-01
2025-01-13,1,C016,120103,3,0.6,0.6,30270,POS_SHARE_H1,2025-01
2025-01-14,1,C016,120103,2,0.4,0.4,19950,POS_SHARE_H1,2025-01
2025-01-15,1,C016,120103,4,0.8,0.8,40470,POS_SHARE_H1,2025-01
2025-01-16,1,C016,120103,3,0.6,0.6,30660,POS_SHARE_H1,2025-01
2025-01-17,1,C016,120103,7,1.4,1.4,72250,POS_SHARE_H1,2025-01
2025-01-18,1,C016,120103,3,0.6,0.6,30830,POS_SHARE_H1,2025-01
2025-01-19,1,C016,120103,4,0.8,0.8,39950,POS_SHARE_H1,2025-01
2025-01-20,1,C016,120103,3,0.6,0.6,30660,POS_SHARE_H1,2025-01
2025-01-21,1,C016,120103,3,0.6,0.6,30450,POS_SHARE_H1,2025-01
2025-01-22,1,C016,120103,1,0.2,0.2,9840,POS_SHARE_H1,2025-01
2025-01-23,1,C016,120103,5,1.0,1.0,51390,POS_SHARE_H1,2025-01
2025-01-24,1,C016,120103,5,1.0,1.0,49800,POS_SHARE_H1,2025-01
2025-01-25,1,C016,120103,5,1.0,1.0,49340,POS_SHARE_H1,2025-01
2025-01-26,1,C016,120103,1,0.2,0.2,10210,POS_SHARE_H1,2025-01
2025-01-28,1,C016,120103,3,0.6,0.6,29720,POS_SHARE_H1,2025-01
2025-01-29,1,C016,120103,4,0.8,0.8,40020,POS_SHARE_H1,2025-01
2025-01-30,1,C016,120103,4,0.8,0.8,40610,POS_SHARE_H1,2025-01
2025-01-31,1,C016,120103,4,0.8,0.8,40020,POS_SHARE_H1,2025-01
2025-02-01,1,C016,120103,4,0.8,0.8,40250,POS_SHARE_H1,2025-02
2025-02-02,1,C016,120103,6,1.2,1.2,60250,POS_SHARE_H1,2025-02
2025-02-03,1,C016,120103,2,0.4,0.4,20520,POS_SHARE_H1,2025-02
2025-02-04,1,C016,120103,6,1.2,1.2,60650,POS_SHARE_H1,2025-02
2025-02-05,1,C016,120103,3,0.6,0.6,29740,POS_SHARE_H1,2025-02
2025-02-06,1,C016,120103,2,0.4,0.4,20560,POS_SHARE_H1,2025-02
2025-02-07,1,C016,120103,7,1.4,1.4,69880,POS_SHARE_H1,2025-02
2025-02-08,1,C016,120103,6,1.2,1.2,61500,POS_SHARE_H1,2025-02
2025-02-09,1,C016,120103,3,0.6,0.6,30040,POS_SHARE_H1,2025-02
2025-02-10,1,C016,120103,2,0.4,0.4,20550,POS_SHARE_H1,2025-02
2025-02-11,1,C016,120103,5,1.0,1.0,50780,POS_SHARE_H1,2025-02
2025-02-12,1,C016,120103,1,0.2,0.2,9890,POS_SHARE_H1,2025-02
2025-02-13,1,C016,120103,7,1.4,1.4,70440,POS_SHARE_H1,2025-02
2025-02-14,1,C016,120103,6,1.2,1.2,61090,POS_SHARE_H1,2025-02
2025-02-15,1,C016,120103,3,0.6,0.6,30030,POS_SHARE_H1,2025-02
2025-02-16,1,C016,120103,5,1.0,1.0,50840,POS_SHARE_H1,2025-02
2025-02-17,1,C016,120103,2,0.4,0.4,20050,POS_SHARE_H1,2025-02
2025-02-18,1,C016,120103,5,1.0,1.0,49430,POS_SHARE_H1,2025-02
2025-02-19,1,C016,120103,5,1.0,1.0,51100,POS_SHARE_H1,2025-02
2025-02-20,1,C016,120103,5,1.0,1.0,50680,POS_SHARE_H1,2025-02
2025-02-21,1,C016,120103,3,0.6,0.6,30180,POS_SHARE_H1,2025-02
2025-02-22,1,C016,120103,2,0.4,0.4,20050,POS_SHARE_H1,2025-02
2025-02-23,1,C016,120103,3,0.6,0.6,29960,POS_SHARE_H1,2025-02
2025-02-24,1,C016,120103,6,1.2,1.2,61520,POS_SHARE_H1,2025-02
2025-02-25,1,C016,120103,4,0.8,0.8,39940,POS_SHARE_H1,2025-02
2025-02-26,1,C016,120103,2,0.4,0.4,20620,POS_SHARE_H1,2025-02
2025-02-27,1,C016,120103,4,0.8,0.8,40510,POS_SHARE_H1,2025-02
2025-02-28,1,C016,120103,2,0.4,0.4,20240,POS_SHARE_H1,2025-02
2025-03-01,1,C016,120103,3,0.6,0.6,29830,POS_SHARE_H1,2025-03
2025-03-02,1,C016,120103,3,N/A,0.6,30600,POS_SHARE_H1,2025-03
2025-03-03,1,C016,120103,2,0.4,0.4,19900,POS_SHARE_H1,2025-03
2025-03-04,1,C016,120103,8,1.6,1.6,81000,POS_SHARE_H1,2025-03
2025-03-05,1,C016,120103,2,0.4,0.4,19710,POS_SHARE_H1,2025-03
2025-03-06,1,C016,120103,3,0.6,0.6,30030,POS_SHARE_H1,2025-03
2025-03-07,1,C016,120103,4,0.8,0.8,41130,POS_SHARE_H1,2025-03
2025-03-08,1,C016,120103,1,N/A,0.2,10170,POS_SHARE_H1,2025-03
2025-03-09,1,C016,120103,4,0.8,0.8,39440,POS_SHARE_H1,2025-03
2025-03-10,1,C016,120103,4,0.8,0.8,40780,POS_SHARE_H1,2025-03
2025-03-11,1,C016,120103,6,1.2,1.2,60840,POS_SHARE_H1,2025-03
2025-03-12,1,C016,120103,4,N/A,0.8,39380,POS_SHARE_H1,2025-03
2025-03-13,1,C016,120103,4,0.8,0.8,41080,POS_SHARE_H1,2025-03
2025-03-14,1,C016,120103,4,0.8,0.8,40870,POS_SHARE_H1,2025-03
2025-03-15,1,C016,120103,4,0.8,0.8,41250,POS_SHARE_H1,2025-03
2025-03-16,1,C016,120103,10,2.0,2.0,99200,POS_SHARE_H1,2025-03
2025-03-17,1,C016,120103,3,0.6,0.6,30950,POS_SHARE_H1,2025-03
2025-03-18,1,C016,120103,5,1.0,1.0,50570,POS_SHARE_H1,2025-03
2025-03-19,1,C016,120103,2,0.4,0.4,20290,POS_SHARE_H1,2025-03
2025-03-20,1,C016,120103,2,0.4,0.4,20090,POS_SHARE_H1,2025-03
2025-03-21,1,C016,120103,2,0.4,0.4,19800,POS_SHARE_H1,2025-03
2025-03-22,1,C016,120103,7,1.4,1.4,71370,POS_SHARE_H1,2025-03
2025-03-24,1,C016,120103,5,1.0,1.0,51260,POS_SHARE_H1,2025-03
2025-03-25,1,C016,120103,3,0.6,0.6,29540,POS_SHARE_H1,2025-03
2025-03-26,1,C016,120103,4,0.8,0.8,41040,POS_SHARE_H1,2025-03
2025-03-27,1,C016,120103,6,1.2,1.2,59790,POS_SHARE_H1,2025-03
2025-03-28,1,C016,120103,2,0.368,0.4,19980,POS_SHARE_H1,2025-03
2025-03-29,1,C016,120103,6,1.2,1.2,61210,POS_SHARE_H1,2025-03
2025-03-30,1,C016,120103,4,0.8,0.8,39840,POS_SHARE_H1,2025-03
2025-03-31,1,C016,120103,1,0.2,0.2,10240,POS_SHARE_H1,2025-03
2025-04-01,1,C016,120103,1,0.2,0.2,9900,POS_SHARE_H1,2025-04
2025-04-02,1,C016,120103,1,0.2,0.2,9940,POS_SHARE_H1,2025-04
2025-04-03,1,C016,120103,7,1.4,1.4,71270,POS_SHARE_H1,2025-04
2025-04-04,1,C016,120103,7,1.4,1.4,69120,POS_SHARE_H1,2025-04
2025-04-05,1,C016,120103,4,0.8,0.8,41280,POS_SHARE_H1,2025-04
2025-04-06,1,C016,120103,4,0.8,0.8,40590,POS_SHARE_H1,2025-04
2025-04-07,1,C016,120103,3,0.6,0.6,29920,POS_SHARE_H1,2025-04
2025-04-08,1,C016,120103,5,1.0,1.0,50380,POS_SHARE_H1,2025-04
2025-04-09,1,C016,120103,1,0.2,0.2,10230,POS_SHARE_H1,2025-04
2025-04-10,1,C016,120103,4,0.8,0.8,40400,POS_SHARE_H1,2025-04
2025-04-11,1,C016,120103,3,0.6,0.6,29810,POS_SHARE_H1,2025-04
